age,workclass,education,marital.status,occupation,sex,native.country,income
29,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
33,Private,5th-6th,Never-married,Other-service,Female,Mexico,<=50K
18,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
20,Private,11th,Never-married,Handlers-cleaners,Male,Mexico,<=50K
32,Private,Some-college,Separated,Tech-support,Female,United-States,<=50K
45,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Female,United-States,<=50K
20,?,Some-college,Never-married,?,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Female,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Male,United-States,>50K
47,Private,HS-grad,Married-spouse-absent,Craft-repair,Female,United-States,<=50K
46,Local-gov,1st-4th,Never-married,Other-service,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
41,Self-emp-inc,HS-grad,Separated,Exec-managerial,Male,United-States,<=50K
37,Private,11th,Separated,Other-service,Female,United-States,<=50K
31,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Other-service,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Tech-support,Male,United-States,>50K
47,Local-gov,Doctorate,Never-married,Prof-specialty,Female,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
28,Private,10th,Never-married,Handlers-cleaners,Male,Mexico,<=50K
19,Private,11th,Never-married,Handlers-cleaners,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
64,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
21,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
33,Private,HS-grad,Never-married,Prof-specialty,Male,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Protective-serv,Male,Philippines,>50K
44,?,HS-grad,Never-married,?,Female,United-States,<=50K
28,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,Puerto-Rico,<=50K
24,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
20,Federal-gov,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
21,?,Some-college,Never-married,?,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
34,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
17,Private,11th,Never-married,Sales,Female,United-States,<=50K
35,Private,11th,Separated,Other-service,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Farming-fishing,Male,United-States,<=50K
35,Private,HS-grad,Divorced,Farming-fishing,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Male,United-States,<=50K
52,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Male,United-States,>50K
43,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
37,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
58,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
25,Private,Assoc-acdm,Never-married,Craft-repair,Male,United-States,<=50K
54,Private,Masters,Married-civ-spouse,Other-service,Male,United-States,<=50K
42,?,Some-college,Married-civ-spouse,?,Male,United-States,<=50K
44,Private,HS-grad,Never-married,Machine-op-inspct,Female,Laos,<=50K
61,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,El-Salvador,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
24,State-gov,Some-college,Never-married,Other-service,Female,Canada,<=50K
40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,United-States,>50K
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,Cuba,>50K
50,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
38,Private,HS-grad,Divorced,Machine-op-inspct,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
70,Self-emp-inc,Some-college,Never-married,Exec-managerial,Male,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
24,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
22,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Tech-support,Female,United-States,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
26,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
36,?,HS-grad,Married-civ-spouse,?,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
28,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Private,9th,Never-married,Craft-repair,Male,Jamaica,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
47,Private,Masters,Divorced,Prof-specialty,Female,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
21,Private,11th,Never-married,Sales,Female,United-States,<=50K
25,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
37,Private,HS-grad,Divorced,Protective-serv,Female,United-States,<=50K
31,Private,HS-grad,Divorced,Other-service,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,<=50K
55,Private,7th-8th,Separated,Other-service,Female,United-States,<=50K
47,Private,Masters,Divorced,Prof-specialty,Female,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
64,Private,Some-college,Married-civ-spouse,Other-service,Male,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,?,<=50K
30,?,HS-grad,Married-civ-spouse,?,Female,United-States,<=50K
46,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
45,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
44,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Female,United-States,<=50K
33,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
34,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
38,Private,Assoc-voc,Divorced,Adm-clerical,Female,United-States,<=50K
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
21,Private,Some-college,Never-married,Sales,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Handlers-cleaners,Male,Peru,<=50K
62,Local-gov,Some-college,Divorced,Other-service,Male,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
69,State-gov,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
19,Self-emp-not-inc,Some-college,Never-married,Sales,Female,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
58,?,HS-grad,Married-civ-spouse,?,Male,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
64,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,<=50K
32,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
39,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
55,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
28,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,>50K
40,Private,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
20,?,HS-grad,Never-married,?,Male,United-States,<=50K
50,Private,10th,Married-civ-spouse,Other-service,Male,El-Salvador,<=50K
24,?,Bachelors,Never-married,?,Female,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
33,Local-gov,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
54,Federal-gov,Bachelors,Divorced,Exec-managerial,Male,United-States,<=50K
35,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,United-States,>50K
47,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
48,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
20,?,Some-college,Never-married,?,Female,United-States,<=50K
36,Private,Preschool,Never-married,Machine-op-inspct,Male,Puerto-Rico,<=50K
30,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
25,Private,Some-college,Never-married,Handlers-cleaners,Male,United-States,<=50K
40,Private,HS-grad,Divorced,Other-service,Female,United-States,<=50K
25,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,Mexico,<=50K
53,Federal-gov,Some-college,Divorced,Handlers-cleaners,Male,United-States,<=50K
18,Private,11th,Never-married,Other-service,Male,United-States,<=50K
41,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
66,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
28,Private,HS-grad,Separated,Sales,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
29,Self-emp-not-inc,10th,Divorced,Craft-repair,Male,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
26,Private,9th,Never-married,Other-service,Male,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
36,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,Mexico,<=50K
32,Federal-gov,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
31,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
38,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Female,Dominican-Republic,<=50K
18,Private,11th,Never-married,Other-service,Female,United-States,<=50K
75,?,Some-college,Married-civ-spouse,?,Male,United-States,<=50K
28,Private,HS-grad,Never-married,Other-service,Male,United-States,<=50K
41,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Female,United-States,<=50K
39,Federal-gov,9th,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
31,Federal-gov,Some-college,Never-married,Tech-support,Male,United-States,<=50K
38,State-gov,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
43,State-gov,Some-college,Divorced,Exec-managerial,Female,?,<=50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
46,Private,Bachelors,Separated,Prof-specialty,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
42,Private,Some-college,Divorced,Prof-specialty,Female,United-States,<=50K
69,Private,HS-grad,Widowed,Exec-managerial,Female,United-States,<=50K
47,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
55,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,Portugal,<=50K
20,Private,Some-college,Never-married,Exec-managerial,Female,United-States,<=50K
52,Private,5th-6th,Married-civ-spouse,Sales,Female,El-Salvador,<=50K
33,Private,5th-6th,Married-civ-spouse,Other-service,Male,Mexico,<=50K
18,Private,11th,Never-married,Other-service,Female,United-States,<=50K
55,Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Female,United-States,<=50K
61,Private,7th-8th,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
39,Private,Bachelors,Divorced,Exec-managerial,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
61,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
36,Private,Assoc-acdm,Married-civ-spouse,Sales,Female,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Tech-support,Female,United-States,>50K
27,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
32,Self-emp-not-inc,11th,Separated,Handlers-cleaners,Female,Nicaragua,<=50K
60,Local-gov,Bachelors,Widowed,Prof-specialty,Female,United-States,>50K
23,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Sales,Male,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
90,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
37,Local-gov,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
32,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
18,Private,HS-grad,Married-spouse-absent,Other-service,Male,Jamaica,<=50K
35,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
28,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Male,United-States,>50K
51,Private,9th,Married-civ-spouse,Farming-fishing,Male,Mexico,<=50K
31,Private,Some-college,Never-married,Craft-repair,Male,Mexico,<=50K
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
71,?,Some-college,Widowed,?,Female,Canada,<=50K
28,Private,10th,Divorced,Machine-op-inspct,Female,United-States,<=50K
28,?,10th,Separated,?,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
55,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,Columbia,<=50K
52,Private,9th,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Male,?,<=50K
32,Private,5th-6th,Married-spouse-absent,Craft-repair,Male,El-Salvador,<=50K
31,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
